Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:83300200


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
83300200;2;01/09/2016;;1;1;"462,47";"28,11";"163,21";29;14;1;1;1;;;"65,8432";"59,5874";"53,5868";"57,5586";"59,5874";"58,908";"65,8432";"87,6819";"59,5874";"40,0268";"34,4013";"30,671";"29,1257";"28,1136";"30,1523";"130,12";"247,3748";"192,027";"157,3285";"176,9652";"203,0884";"260,8476";"332,9761";"354,1201";"342,3288";"306,9374";"304,2976";"369,6135";"462,466";"295,1313";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/08/2016;;1;1;"514,27";"29,64";"125,34";21;11;2;1;2;;;"59,5874";"67,2675";"65,8432";"66,5538";"59,5874";"55,5584";"52,2886";"47,2252";"34,4013";"33,3179";"29,6372";"30,1523";"38,8742";"49,7308";"81,406";"92,5119";"78,3391";"82,9573";"95,7898";"480,4243";"514,2736";"485,5901";"407,2901";"187,6729";"126,4049";"111,1064";"100,7931";"88,4796";"85,3063";"93,327";"83,7373";2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1
83300200;2;01/07/2016;;1;1;"502,48";"38,87";"117,39";16;9;2;2;2;;;"49,7308";"47,2252";"44,7723";"44,1674";"45,3806";"45,9922";"42,3727";"39,4488";"38,8742";"38,8742";"40,0268";"40,6082";"189,8449";"393,8049";"477,8473";"502,4842";"336,4749";"185,511";"133,8784";"111,1064";"102,4837";"93,327";"82,1801";"79,8666";"76,0704";"73,8287";"64,4312";"58,2317";"56,2219";"50,3654";"53,5868";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83300200;2;01/06/2016;;1;1;"103,33";"49,73";"68,52";1;30;;2;2;;;"103,3332";"99,1139";"95,7898";"87,6819";"82,1801";"79,1014";"75,3201";"72,3493";"65,8432";"63,7299";"59,5874";"63,0316";"57,5586";"53,5868";"52,2886";"52,9361";"85,3063";"95,7898";"77,5799";"64,4312";"57,5586";"57,5586";"64,4312";"65,1356";"60,9557";"56,8887";"54,2408";"52,2886";"50,3654";"49,7308";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83300200;2;01/05/2016;;1;1;"331,81";"75,32";"139,04";22;9;2;2;2;;;"240,1483";"156,321";"132,9348";"105,0409";"112,8647";"111,1064";"118,2062";"105,0409";"75,3201";"90,8902";"91,6996";"87,6819";"86,0953";"80,6348";"75,3201";"240,1483";"185,511";"105,0409";"90,8902";"90,0838";"259,6108";"331,812";"267,0669";"189,8449";"149,342";"130,12";"121,8226";"114,6341";"110,2315";"132,9348";"121,8226";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83300200;2;01/04/2016;;1;1;"563,53";"28,62";"129,78";28;13;2;1;2;;;"227,126";"167,5472";"82,9573";"73,8287";"70,1531";"63,7299";"67,2675";"69,4271";"108,49";"67,9843";"53,5868";"38,8742";"28,6178";"39,4488";"38,8742";"31,7191";"30,1523";"34,9483";"92,5119";"90,0838";"54,2408";"41,193";"37,7353";"34,4013";"153,3142";"197,5263";"510,3353";"563,5273";"444,6995";"379,2388";;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;
83300200;2;01/03/2016;;1;1;"577,24";"55,56";"182,97";4;2;2;2;2;;;"56,2219";"55,5584";"205,3307";"577,2397";"519,5377";"404,8289";"123,6473";"93,327";"103,3332";"392,5853";"429,6263";"282,2341";"163,4285";"141,5247";"117,309";"110,2315";"101,6369";"83,7373";"79,8666";"104,1856";"105,8989";"120,9144";"108,49";"87,6819";"105,0409";"317,9329";"251,0205";"145,4121";"105,0409";"92,5119";"86,8871";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83300200;2;01/02/2016;;1;1;"1519,75";"60,96";"534,71";10;29;1;2;2;;;"567,5754";"646,5089";"582,7176";"754,2513";"1000,252";"889,8448";"752,1847";"656,1544";"1257,6991";"1519,7479";"1226,2716";"907,821";"741,892";"586,3831";"524,8165";"483,0053";"429,6263";"375,6213";"339,9839";"272,0849";"248,5876";"222,4637";"93,327";"84,5204";"73,8287";"70,1531";"72,3493";"65,8432";"60,9557";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;
83300200;2;01/01/2016;;1;1;"247,37";"77,58";"135,4";3;22;1;1;1;;;"163,4285";"192,027";"247,3748";"236,5677";"182,2872";"145,4121";"84,5204";"84,5204";"86,8871";"99,1139";"114,6341";"98,2786";"86,8871";"85,3063";"82,9573";"81,406";"79,8666";"82,9573";"84,5204";"86,8871";"79,1014";"77,5799";"170,6633";"243,7507";"244,9563";"199,7436";"116,4146";"137,6801";"192,027";"120,9144";"208,7128";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/12/2015;;1;1;"248,59";"68,7";"157,79";6;18;1;2;2;;;"199,7436";"204,2083";"216,691";"234,1927";"243,7507";"248,5876";"230,6484";"187,6729";"138,6372";"217,8406";"145,4121";"123,6473";"120,9144";"131,9938";"132,9348";"120,9144";"76,8236";"68,7041";"198,6337";"171,7072";"111,9841";"91,6996";"84,5204";"86,0953";"92,5119";"120,0089";"144,4362";"183,3593";"213,2569";"182,2872";"167,5472";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1
83300200;2;01/11/2015;;1;1;"493,37";"103,33";"234,67";6;29;1;1;2;;;"418,4168";"372,0134";"328,3269";"362,4398";"477,8473";"493,3674";"414,6986";"419,6582";"387,7172";"358,8677";"178,0245";"159,3514";"144,4362";"133,8784";"120,0089";"117,309";"106,7598";"113,748";"165,4826";"182,2872";"179,0864";"135,7739";"123,6473";"189,8449";"224,79";"206,4555";"137,6801";"117,309";"103,3332";"167,5472";;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/10/2015;;1;1;"1580,84";"284,79";"691,79";23;5;1;1;1;;;"409,7555";"343,5029";"374,4176";"326,0091";"284,7949";"322,541";"356,4917";"301,6671";"514,2736";"681,549";"646,5089";"683,5213";"612,3461";"654,2199";"606,7378";"839,113";"930,5308";"847,8345";"725,5635";"654,2199";"717,4639";"1359,7008";"1580,8352";"1337,9138";"1218,4738";"1031,2046";"821,798";"681,549";"593,7467";"522,1752";"465,0198";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/09/2015;;1;1;"721,51";"30,15";"211,16";28;1;1;;1;;;"30,1523";"58,908";"92,5119";"124,5638";"123,6473";"99,1139";"85,3063";"169,622";"205,3307";"143,4631";"301,6671";"217,8406";"122,7336";"67,2675";"56,2219";"56,2219";"132,9348";"293,8311";"332,9761";"288,6535";"246,1644";"160,3668";"122,7336";"94,966";"135,7739";"217,8406";"463,7425";"721,5084";"642,6697";"526,1385";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/08/2015;;1;1;"120,41";"37,6";"62,75";1;25;1;1;1;;;"120,4146";"99,8746";"92,4541";"87,5968";"84,3995";"80,4497";"71,9492";"69,6773";"68,9245";"57,9125";"56,4851";"55,0677";"57,9125";"57,1976";"54,3628";"54,3628";"54,3628";"52,2632";"57,9125";"47,4552";"44,1013";"44,1013";"45,4347";"41,4681";"37,6043";"41,4681";"86,8871";"88,4796";"56,2219";"40,0268";"38,303";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/07/2015;;1;1;"477,85";"59,35";"248,08";17;5;1;1;1;;;"65,1949";"63,7193";"65,1949";"93,2707";"59,3497";"59,3497";"91,6395";"322,541";"410,9897";"373,215";"271,7887";"224,5922";"206,0246";"207,0444";"392,5853";"470,1392";"477,8473";"402,3718";"335,3075";"265,2071";"335,3075";"317,9329";"288,4368";"292,9225";"363,6327";"317,9329";"269,5898";"198,9255";"213,1923";"130,1762";"104,9088";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/06/2015;;1;1;"509,02";"46,11";"160,44";15;12;1;1;1;;;"126,6021";"77,3282";"63,7193";"78,8847";"60,0719";"57,1976";"52,2632";"53,6604";"52,2632";"50,8764";"48,1342";"46,1055";"63,7193";"357,6792";"509,0245";"472,7047";"362,4398";"315,6358";"305,3565";"278,4149";"256,5018";"234,0409";"212,1642";"158,7838";"113,4499";"92,4541";"88,4013";"85,1957";"73,475";"66,6798";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/05/2015;;1;1;"342,33";"33,85";"78,41";28;8;1;1;1;;;"41,4681";"42,1221";"42,779";"42,779";"41,4681";"39,523";"35,7124";"33,8479";"33,8479";"36,34";"33,8479";"36,34";"44,1013";"40,1685";"36,34";"36,34";"37,6043";"36,34";"43,4388";"44,1013";"40,8168";"40,1685";"36,9706";"36,34";"46,779";"104,065";"265,2071";"342,3288";"287,3184";"252,1797";"199,9354";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/04/2015;;1;1;"195,9";"34,47";"68,88";1;20;;1;1;;;"195,9043";"131,0741";"84,3995";"71,9492";"61,5237";"105,7545";"111,7269";"74,2413";"62,2532";"60,7966";"61,5237";"57,9125";"40,8168";"41,4681";"53,6604";"50,8764";"49,5";"40,1685";"36,9706";"34,4663";"62,2532";"71,9492";"75,0097";"82,0233";"75,0097";"68,1739";"62,2532";"55,0677";"46,779";"40,8168";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/03/2015;;1;1;"261,93";"27,84";"82,09";31;24;1;1;1;;;"127,493";"120,4146";"92,4541";"80,4497";"74,2413";"107,4516";"97,3834";"85,1957";"67,4257";"68,9245";"68,9245";"76,5532";"59,3497";"52,2632";"68,1739";"72,711";"62,2532";"52,2632";"44,1013";"37,6043";"34,4663";"31,4059";"35,7124";"27,8403";"32,6205";"35,0878";"71,1896";"103,2231";"145,6691";"250,0262";"261,9331";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/02/2015;;1;1;"309,91";"98,21";"185,47";23;10;1;1;1;;;"116,9178";"102,3831";"134,6825";"202,9737";"240,3998";"250,0262";"216,285";"134,6825";"140,1459";"98,2118";"106,6021";"149,384";"212,1642";"235,0975";"258,6706";"238,2749";"141,9803";"110,0112";"111,7269";"151,2512";"197,917";"201,9595";"309,9134";"263,0232";"220,4277";"220,4277";"226,6826";"200,9467";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83300200;2;01/01/2015;;1;1;"355,31";"90,02";"212,4";9;6;1;1;1;;;"277,3074";"222,5073";"155,0047";"120,4146";"127,493";"90,0163";"94,9099";"99,8746";"355,3054";"314,489";"315,6358";"280,6335";"265,2071";"279,5236";"271,7887";"338,813";"321,3872";"347,032";"326,0091";"265,2071";"243,5969";"255,4194";"190,8977";"139,2311";"138,3181";"125,7129";"112,5875";"95,7324";"104,9088";"180,0114";"129,2801";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/12/2014;;1;1;"480,4244";"32,6205";"120,0769";29;8;1;1;1;"0,0";0;"60,0719";"52,2632";"50,8764";"48,1342";"38,8805";"33,8479";"35,7124";"32,6205";"33,8479";"34,4663";"34,4663";"50,8764";"57,9125";"85,1957";"71,1896";"48,1342";"40,1685";"36,34";"40,1685";"52,2632";"65,1949";"153,1247";"153,1247";"141,0623";"155,9471";"182,9627";"332,9761";"409,7555";"480,4244";"407,2901";"303,0851";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/11/2014;;1;1;"265,2071";"42,779";"98,2724";8;21;1;1;1;;0;"70,4323";"68,1739";"82,0233";"76,5532";"121,2932";"104,065";"158,7838";"265,2071";"260,8444";"180,0114";"110,0112";"87,5968";"79,6661";"69,6773";"65,1949";"55,7752";"50,1869";"45,4347";"44,1013";"50,1869";"42,779";"48,8157";"55,0677";"50,1869";"83,6053";"193,8974";"163,5429";"100,7088";"91,6395";"72,711";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/10/2014;;1;1;"894,323";"55,0677";"240,9506";1;30;1;1;1;"0,0";0;"894,323";"713,4302";"584,5489";"512,9599";"442,1773";"409,7555";"384,0772";"331,8121";"298,5565";"216,285";"167,3782";"131,9736";"111,7269";"319,0832";"276,2012";"211,1375";"141,9804";"173,1771";"160,6827";"146,5954";"111,7269";"93,2707";"90,0163";"80,4497";"75,7803";"74,2413";"66,6798";"62,9851";"57,9125";"55,0677";"73,475";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/09/2014;;1;1;"595,5944";"47,4552";"135,6804";30;17;1;1;1;"0,0";0;"101,545";"101,545";"183,9494";"162,5879";"122,1736";"111,7269";"104,9088";"89,2078";"85,994";"74,2413";"74,2413";"62,2532";"60,7966";"57,9125";"52,2632";"48,8157";"47,4552";"57,9125";"116,9178";"167,3782";"111,7269";"75,7803";"65,9362";"51,5685";"121,2932";"188,9052";"254,3382";"243,5969";"477,8473";"595,5944";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/08/2014;;1;1;"149,384";"49,5";"80,0593";18;30;1;1;1;;0;"71,9492";"143,8214";"99,8746";"80,4497";"70,4323";"65,1949";"63,7193";"57,1976";"56,4851";"52,9605";"52,2632";"52,2632";"128,3857";"115,1802";"72,711";"83,6053";"140,1459";"149,384";"117,7893";"92,4541";"61,5237";"72,711";"69,6773";"61,5237";"56,4851";"75,0097";"83,6053";"66,6798";"53,6604";"49,5";"65,1949";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/07/2014;;1;1;"874,2555";"61,5237";"206,4343";1;23;1;1;1;"0,0";0;"874,2555";"697,4033";"567,5754";"495,9675";"432,1284";"376,8261";"355,3054";"316,7838";"241,4642";"124,8254";"113,4499";"110,8681";"104,065";"94,9099";"86,7944";"86,7944";"80,4497";"78,8847";"72,711";"70,4323";"68,1739";"65,1949";"61,5237";"110,0112";"199,9354";"130,1762";"91,6395";"77,3282";"72,711";"68,9245";"71,9492";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/06/2014;;1;1;"1247,1814";"72,711";"392,2446";29;4;1;1;1;"0,0";0;"131,0741";"118,6626";"82,8133";"72,711";"82,8133";"350,5711";"358,8677";"489,4745";"783,4653";"619,8619";"646,5089";"582,7176";"530,1103";"453,5586";"404,8289";"366,0218";"289,5564";"273,9925";"243,5969";"141,9804";"140,1459";"123,9397";"100,7088";"102,3831";"98,2119";"163,5429";"608,6045";"1069,9128";"1247,1814";"1089,5201";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/05/2014;;1;1;"228,7783";"32,0116";"82,9869";2;21;1;1;1;"0,0";0;"110,0112";"228,7783";"142,9001";"91,6395";"61,5237";"60,7966";"50,8764";"54,3628";"46,779";"50,1869";"46,1055";"38,2409";"38,8805";"34,4663";"34,4663";"42,779";"46,1055";"44,1013";"40,1685";"35,0878";"32,0116";"80,4497";"211,1375";"141,9804";"82,8133";"123,9397";"201,9595";"145,6691";"97,3834";"79,6661";"77,3282";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/04/2014;;1;1;"95,7324";"31,4059";"50,7687";24;28;1;1;1;"0,0";0;"58,6299";"91,6395";"69,6773";"50,8764";"50,8764";"50,8764";"38,2409";"41,4681";"50,1869";"69,6773";"56,4851";"48,8157";"50,8764";"44,1013";"40,1685";"35,7124";"40,8168";"40,8168";"37,6043";"37,6043";"49,5";"46,779";"56,4851";"95,7324";"62,9851";"53,6604";"46,1055";"31,4059";"35,0878";"40,1685";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/03/2014;;1;1;"291,7992";"51,5685";"106,1812";19;31;1;1;1;;0;"160,6827";"86,7944";"59,3497";"56,4851";"78,8847";"119,5377";"99,8746";"82,0233";"88,4013";"90,8269";"142,9001";"129,2801";"127,493";"126,6021";"117,7893";"116,0481";"102,3831";"96,5569";"291,7992";"225,6367";"153,1247";"134,6825";"102,3831";"71,9492";"69,6773";"63,7193";"59,3497";"74,2413";"57,9125";"53,6604";"51,5685";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/02/2014;;1;1;"300,8184";"33,2327";"71,1326";27;9;2;2;2;"0,0";0;"49,5";"41,4681";"40,1685";"35,0878";"35,0878";"34,4663";"35,7124";"34,4663";"33,2327";"36,9706";"41,4681";"35,7124";"34,4663";"131,9736";"123,0558";"85,1957";"62,9851";"51,5685";"52,9605";"41,4681";"38,2409";"43,4388";"56,4851";"54,3628";"70,4323";"125,7129";"300,8184";"265,2071";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;;;
83300200;2;01/01/2014;;1;1;"522,1752";"44,1013";"225,6749";14;30;1;1;1;"0,0";0;"131,0741";"236,1553";"165,4574";"181,9774";"187,9111";"151,2512";"127,493";"110,0112";"123,9397";"117,7893";"194,9001";"462,466";"519,5376";"522,1752";"498,5713";"470,1392";"465,0199";"408,5223";"323,6959";"244,6652";"220,4277";"212,1642";"196,91";"176,0971";"111,7269";"86,7944";"99,8746";"82,0233";"60,7966";"44,1013";"62,2532";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/12/2013;;1;1;"116,9178";"19,9496";"59,0013";6;27;2;2;2;"0,0";0;"58,6299";"42,1221";"44,7666";"36,9706";"51,5685";"116,9178";"99,0422";"65,9362";"41,4681";"79,6661";"62,9851";"71,1896";"48,1342";"43,4388";"104,9088";"110,0112";"85,1957";"57,9125";"46,779";"44,7666";"36,34";"33,2327";"31,4059";"30,2041";"25,531";"24,3975";"19,9496";"61,5237";"88,4013";"85,1957";"80,4497";2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/11/2013;;1;1;"295,1725";"30,8034";"64,5375";29;27;2;2;2;"0,0";0;"65,9362";"58,6299";"75,0097";"64,4559";"53,6604";"50,1869";"50,1869";"40,8168";"50,8764";"44,7666";"38,2409";"70,4323";"74,2413";"42,779";"42,779";"38,2409";"40,8168";"36,9706";"40,8168";"33,8479";"39,523";"42,779";"46,1055";"41,4681";"35,0878";"32,6205";"30,8034";"119,5377";"295,1725";"239,3367";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83300200;2;01/10/2013;;1;1;"424,6341";"63,7193";"132,2557";1;22;2;2;2;;0;"424,6341";"378,0319";"252,1797";"252,1797";"206,0246";"156,8911";"129,2801";"114,3141";"104,9088";"98,2119";"91,6395";"82,0233";"78,1053";"78,8847";"78,8847";"74,2413";"75,7803";"84,3995";"78,8847";"73,475";"65,1949";"63,7193";"72,711";"85,1957";"124,8254";"79,6661";"257,5856";"177,0734";"101,545";"85,1957";"74,2413";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2
83300200;2;01/09/2013;;1;1;"1502,504";"55,0677";"392,3986";23;15;1;1;1;"0,0";0;"135,5889";"123,9397";"114,3141";"150,3168";"114,3141";"102,3831";"91,6395";"86,7944";"71,1896";"71,1896";"66,6798";"57,9125";"57,9125";"57,1976";"55,0677";"99,8746";"287,3184";"319,0832";"226,6826";"354,1202";"905,5648";"1262,9736";"1502,504";"1289,503";"1055,318";"860,997";"693,4236";"577,2397";"524,8166";"456,0987";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/08/2013;;1;1;"527,4616";"57,9125";"209,2731";11;3;1;1;1;"0,0";0;"71,1896";"63,7193";"57,9125";"113,4499";"153,1247";"189,9007";"358,8677";"286,2012";"202,9737";"375,6213";"527,4616";"527,4616";"452,29";"362,4398";"224,5922";"151,2512";"134,6825";"114,3141";"104,065";"98,2119";"90,0163";"85,1957";"78,8847";"82,8133";"88,4013";"164,4994";"373,2149";"343,5029";"266,3009";"189,9007";"155,0047";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/07/2013;;1;1;"349,3903";"47,4552";"125,8056";23;18;1;1;1;;0;"237,2145";"184,9377";"143,8214";"115,1802";"101,545";"93,2707";"78,8847";"77,3282";"75,7803";"74,2413";"68,1739";"66,6798";"59,3497";"53,6604";"55,0677";"56,4851";"50,8764";"47,4552";"62,9851";"110,0112";"320,2346";"321,3872";"349,3903";"278,4149";"201,9595";"155,0047";"134,6825";"102,3831";"79,6661";"72,711";"71,1896";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/06/2013;;1;1;"477,8473";"22,7244";"138,9782";22;15;1;1;1;"0,0";0;"56,4851";"143,8214";"155,0047";"82,0233";"46,779";"37,6043";"35,7124";"31,4059";"30,2041";"29,0155";"25,531";"25,531";"24,3975";"23,2784";"22,7244";"23,2784";"33,2327";"35,7124";"51,5685";"83,6053";"208,0656";"477,8473";"367,2179";"273,9925";"374,4176";"412,225";"336,4749";"241,4642";"211,1375";"269,5898";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/05/2013;;1;1;"58,6299";"18,7858";"24,8233";21;13;1;1;1;"0,0";0;"27,2578";"25,531";"25,531";"25,531";"24,3975";"22,7244";"26,6787";"23,8361";"19,9496";"19,9496";"19,9496";"19,9496";"18,7858";"19,9496";"20,5368";"22,1741";"21,6276";"19,9496";"21,0849";"50,8764";"58,6299";"33,2327";"27,8403";"22,1741";"22,1741";"21,0849";"19,9496";"23,2784";"21,6276";"20,5368";"22,7244";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/04/2013;;1;1;"197,917";"26,6787";"62,1568";6;29;1;1;1;"0,0";0;"55,0677";"56,4851";"98,2119";"113,4499";"172,2068";"197,917";"134,6825";"84,3995";"79,6661";"70,4323";"65,1949";"61,5237";"59,3497";"55,7752";"52,2632";"50,1869";"46,779";"44,1013";"31,4059";"33,8479";"36,34";"29,0155";"29,6081";"31,4059";"31,4059";"31,4059";"30,2041";"29,0155";"26,6787";"26,6787";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/03/2013;;1;1;"366,0218";"40,1685";"124,1276";22;4;2;2;2;"0,0";0;"45,4347";"44,1013";"42,1221";"40,1685";"44,1013";"247,878";"192,896";"90,0163";"58,6299";"151,2512";"130,1762";"96,5569";"116,9178";"121,2932";"96,5569";"125,7129";"149,384";"152,1872";"115,1802";"101,545";"251,1023";"366,0218";"263,0232";"168,3408";"135,5889";"125,7129";"102,3831";"83,6053";"74,2413";"57,9125";"57,9125";2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/02/2013;;1;1;"211,1375";"30,2041";"94,3687";18;2;2;2;2;"0,0";0;"30,8034";"30,2041";"32,6205";"38,2409";"39,523";"36,9706";"33,8479";"46,1055";"58,6299";"49,5";"46,1055";"59,3497";"130,1762";"191,8962";"188,9052";"188,9052";"181,9774";"211,1375";"181,9774";"155,9471";"136,4969";"143,8214";"116,9178";"80,4497";"62,9851";"59,3497";"57,9125";"51,5685";;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;
83300200;2;01/01/2013;;1;1;"352,936";"32,6205";"110,6769";8;31;2;2;2;"0,0";0;"166,417";"124,8254";"92,4541";"71,1896";"60,7966";"110,0112";"201,9595";"352,936";"336,4749";"254,3382";"104,065";"82,8133";"109,1561";"85,994";"75,7803";"99,8746";"133,7779";"112,5875";"121,2932";"137,4067";"103,2231";"86,7944";"68,1739";"56,4851";"57,9125";"46,779";"40,8168";"35,7124";"34,4663";"33,8479";"32,6205";1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
